original_lang,original_content,original_question,original_answer,content,question,answer,language,translated,q_id,title,url
ja,「どんポイ!（Don't Poi!）」は、2003年6月25日に発売された狩人の22枚目のシングル。== 解説 ==21世紀に入って初めて発表された狩人のシングルである。歌詞は、主人公の「私」がアジア各国を旅行するという形で、煙草のポイ捨てをやめるよう訴える内容である。「あずさ2号」のセルフパロディも盛り込まれるなど、それまでの狩人のイメージとは異なるアップテンポのよいコミカルな楽曲である。,狩人の22枚目のシングル「どんポイ!」では、どのような行為をやめるよう訴えられているか？,タバコのポイ捨て,《别乱丢！》是狩人乐队于2003年6月25日发行的第22张单曲。== 说明 ==这是狩人乐队进入21世纪后发行的第一张单曲。歌词以主人公“我”游历亚洲各国为背景，呼吁人们停止乱扔烟蒂。歌词中还融入了对《梓2号》的自我恶搞，是一首与以往狩人乐队印象不同的、节奏轻快、幽默诙谐的歌曲。,狩人乐队 (Kariudo) 在其第 22 张单曲《别乱丢！》(Don't Poi!) 中呼吁停止什么行为？,乱扔烟蒂,zh,1,344,どんポイ! (Don't Poi!),https://ja.wikipedia.org/wiki/どんポイ!_(Don't_Poi!)
ja,「どんポイ!（Don't Poi!）」は、2003年6月25日に発売された狩人の22枚目のシングル。== 解説 ==21世紀に入って初めて発表された狩人のシングルである。歌詞は、主人公の「私」がアジア各国を旅行するという形で、煙草のポイ捨てをやめるよう訴える内容である。「あずさ2号」のセルフパロディも盛り込まれるなど、それまでの狩人のイメージとは異なるアップテンポのよいコミカルな楽曲である。,狩人の22枚目のシングル「どんポイ!」では、どのような行為をやめるよう訴えられているか？,タバコのポイ捨て,「돈 포이!(Don't Poi!)」는 2003년 6월 25일에 발매된 가리비의 22번째 싱글입니다. == 설명 == 21세기에 들어와 처음 발표된 가리비의 싱글입니다. 가사는 주인공인 '나'가 아시아 각국을 여행하는 형식으로 담배꽁초를 버리지 말 것을 호소하는 내용입니다. '아즈사 2호'의 셀프 패러디도 포함되어 있을 만큼 지금까지 가리비의 이미지와 다른 업템포의 경쾌한 코미디 노래입니다.,가리비의 22번째 싱글 '돈 포이!'에서는 어떤 행위를 그만둘 것을 호소하고 있습니까?,담배꽁초 버리기,ko,1,344,どんポイ! (Don't Poi!),https://ja.wikipedia.org/wiki/どんポイ!_(Don't_Poi!)
ja,「どんポイ!（Don't Poi!）」は、2003年6月25日に発売された狩人の22枚目のシングル。== 解説 ==21世紀に入って初めて発表された狩人のシングルである。歌詞は、主人公の「私」がアジア各国を旅行するという形で、煙草のポイ捨てをやめるよう訴える内容である。「あずさ2号」のセルフパロディも盛り込まれるなど、それまでの狩人のイメージとは異なるアップテンポのよいコミカルな楽曲である。,狩人の22枚目のシングル「どんポイ!」では、どのような行為をやめるよう訴えられているか？,タバコのポイ捨て,「どんポイ!（Don't Poi!）」は、2003年6月25日に発売された狩人の22枚目のシングル。== 解説 ==21世紀に入って初めて発表された狩人のシングルである。歌詞は、主人公の「私」がアジア各国を旅行するという形で、煙草のポイ捨てをやめるよう訴える内容である。「あずさ2号」のセルフパロディも盛り込まれるなど、それまでの狩人のイメージとは異なるアップテンポのよいコミカルな楽曲である。,狩人の22枚目のシングル「どんポイ!」では、どのような行為をやめるよう訴えられているか？,タバコのポイ捨て,ja,0,344,どんポイ! (Don't Poi!),https://ja.wikipedia.org/wiki/どんポイ!_(Don't_Poi!)
ja,「どんポイ!（Don't Poi!）」は、2003年6月25日に発売された狩人の22枚目のシングル。== 解説 ==21世紀に入って初めて発表された狩人のシングルである。歌詞は、主人公の「私」がアジア各国を旅行するという形で、煙草のポイ捨てをやめるよう訴える内容である。「あずさ2号」のセルフパロディも盛り込まれるなど、それまでの狩人のイメージとは異なるアップテンポのよいコミカルな楽曲である。,狩人の22枚目のシングル「どんポイ!」では、どのような行為をやめるよう訴えられているか？,タバコのポイ捨て,"""¡Don't Poi!"" es el vigésimo segundo sencillo de Kariudo, lanzado el 25 de junio de 2003. == Explicación == Es el primer sencillo de Kariudo lanzado en el siglo XXI. La letra aboga por dejar de tirar colillas de cigarrillos al suelo, con el protagonista ""yo"" viajando a varios países asiáticos. La canción es una parodia de su propio ""Azusa 2-go"", presentando una melodía cómica y alegre que se desvía de la imagen habitual de Kariudo.","¿Qué acción se pide que se deje de hacer en el 22.º sencillo de Kariudo ""¡Don't Poi!""?",Tirar colillas de cigarrillos,es,1,344,どんポイ! (Don't Poi!),https://ja.wikipedia.org/wiki/どんポイ!_(Don't_Poi!)
he,"חיבוט הקבר הוא עונש המוזכר בקבלה על הנאה שאינה לשם שמים. בספר ראשית חכמה הובא מדרש הנקרא ""מסכת חיבוט הקבר"" המתאר את עונש חיבוט הקבר. ""מסכת חיבוט הקבר"" הוכנסה גם לתוך ""מסכת שמחות"" אחת מן המסכתות קטנות של התלמוד. חיבוט הקבר מוזכר בקצרה גם בחיבור ""שיעור קומה"", חיבור מיסטי קדום העוסק בתיאור גודלו של הגוף האלוהי. ביאור על חיבוט הקבר מוזכר בפרקים הראשונים של ספר התניא.== מהותו ==על פי התיאורים במדרשים, עומד מלאך המוות על קבר המת ושואלו מהו שמו, ומכה על ידיו. הרשעים שוכחים את שמם לאחר מותם ועל כן יש הנוהגים לומר פסוק בסוף תפילת שמונה עשרה כסגולה שלא ישכחו את שמם באותו הזמן. אם לא ידע המת מהו שמו אזי כורת מלאך המוות את אבריו, ואילו מלאכי החבלה -שליחיו, שבים ומרכיבים את הגוף כדי להכינו לסבב נוסף של ענישה כזו, ובכך להגדיל את עינוייו.חלק מן החוקרים סוברים שהאמונה בחיבוט הקבר הופיעה ביהדות בתקופת הגאונים בהשפעת האסלאם. בספרות האסלאמית קיימים תיאורים של ""עד'אב אלקבר"" כלומר עינוי הקבר.","מי מכה על ידי המת עפ""י מסכת חיבוט הקבר?",מלאך המוות,"Grave Beating is a punishment mentioned in Kabbalah for deriving pleasure that is not for the sake of Heaven. In the book Reshit Chochma, a Midrash called ""Massechet Chibut HaKever"" is cited, describing the punishment of Grave Beating. ""Massechet Chibut HaKever"" was also included in ""Massechet Semachot,"" one of the Minor Tractates of the Talmud. Grave Beating is also briefly mentioned in the work ""Shiur Koma,"" an ancient mystical text dealing with the description of the size of the divine body. An explanation of Grave Beating is mentioned in the first chapters of the book Tanya.

== Its Nature ==
According to the descriptions in the Midrashim, the Angel of Death stands over the grave of the deceased and asks them their name, striking their hands. The wicked forget their names after death, so there is a custom to recite a verse at the end of the Amidah prayer as a charm to prevent forgetting their name at that time. If the deceased does not know their name, the Angel of Death cuts off their limbs, while the angels of destruction, his messengers, return and reassemble the body to prepare it for another round of such punishment, thus increasing its torments.

Some researchers believe that the belief in Grave Beating appeared in Judaism during the Gaonic period under the influence of Islam. In Islamic literature, there are descriptions of ""Adhab al-Qabr,"" meaning the torment of the grave.",Who strikes the hands of the deceased according to Massechet Chibut HaKever?,Angel of Death,en,1,21,חיבוט הקבר,https://he.wikipedia.org/wiki/חיבוט_הקבר
he,"חיבוט הקבר הוא עונש המוזכר בקבלה על הנאה שאינה לשם שמים. בספר ראשית חכמה הובא מדרש הנקרא ""מסכת חיבוט הקבר"" המתאר את עונש חיבוט הקבר. ""מסכת חיבוט הקבר"" הוכנסה גם לתוך ""מסכת שמחות"" אחת מן המסכתות קטנות של התלמוד. חיבוט הקבר מוזכר בקצרה גם בחיבור ""שיעור קומה"", חיבור מיסטי קדום העוסק בתיאור גודלו של הגוף האלוהי. ביאור על חיבוט הקבר מוזכר בפרקים הראשונים של ספר התניא.== מהותו ==על פי התיאורים במדרשים, עומד מלאך המוות על קבר המת ושואלו מהו שמו, ומכה על ידיו. הרשעים שוכחים את שמם לאחר מותם ועל כן יש הנוהגים לומר פסוק בסוף תפילת שמונה עשרה כסגולה שלא ישכחו את שמם באותו הזמן. אם לא ידע המת מהו שמו אזי כורת מלאך המוות את אבריו, ואילו מלאכי החבלה -שליחיו, שבים ומרכיבים את הגוף כדי להכינו לסבב נוסף של ענישה כזו, ובכך להגדיל את עינוייו.חלק מן החוקרים סוברים שהאמונה בחיבוט הקבר הופיעה ביהדות בתקופת הגאונים בהשפעת האסלאם. בספרות האסלאמית קיימים תיאורים של ""עד'אב אלקבר"" כלומר עינוי הקבר.","מי מכה על ידי המת עפ""י מסכת חיבוט הקבר?",מלאך המוות,"Le Hibbout Hakever est un châtiment mentionné dans la Kabbale pour le plaisir qui n'est pas pour le Ciel. Dans le livre Reshit Hokhma, il est fait mention d'un midrash appelé ""Massekhet Hibbout Hakever"" qui décrit le châtiment du Hibbout Hakever. La ""Massekhet Hibbout Hakever"" a également été incluse dans la ""Massekhet Semahot"", l'une des petites massekhot du Talmud. Le Hibbout Hakever est également brièvement mentionné dans le traité ""Shi'ur Qomah"", un ancien traité mystique traitant de la description de la taille du corps divin. Une explication du Hibbout Hakever est mentionnée dans les premiers chapitres du livre Tanya.

== Son essence ==
Selon les descriptions des midrashim, l'ange de la mort se tient sur la tombe du défunt et lui demande son nom, puis lui frappe les mains. Les méchants oublient leur nom après leur mort, c'est pourquoi certains ont l'habitude de réciter un verset à la fin de la prière des Dix-Huit bénédictions comme une segoula pour qu'ils n'oublient pas leur nom à ce moment-là. Si le défunt ne sait pas quel est son nom, l'ange de la mort lui coupe les membres, tandis que les anges de la destruction - ses messagers - reviennent et assemblent le corps pour le préparer à un autre cycle d'une telle punition, augmentant ainsi ses tourments.

Certains chercheurs pensent que la croyance au Hibbout Hakever est apparue dans le judaïsme à l'époque des Gueonim sous l'influence de l'islam. Dans la littérature islamique, il existe des descriptions de ""Adhab al-Qabr"", c'est-à-dire le tourment de la tombe.",Qui frappe les mains du défunt selon la Massekhet Hibbout Hakever ?,L'ange de la mort,fr,1,21,חיבוט הקבר,https://he.wikipedia.org/wiki/חיבוט_הקבר
he,"חיבוט הקבר הוא עונש המוזכר בקבלה על הנאה שאינה לשם שמים. בספר ראשית חכמה הובא מדרש הנקרא ""מסכת חיבוט הקבר"" המתאר את עונש חיבוט הקבר. ""מסכת חיבוט הקבר"" הוכנסה גם לתוך ""מסכת שמחות"" אחת מן המסכתות קטנות של התלמוד. חיבוט הקבר מוזכר בקצרה גם בחיבור ""שיעור קומה"", חיבור מיסטי קדום העוסק בתיאור גודלו של הגוף האלוהי. ביאור על חיבוט הקבר מוזכר בפרקים הראשונים של ספר התניא.== מהותו ==על פי התיאורים במדרשים, עומד מלאך המוות על קבר המת ושואלו מהו שמו, ומכה על ידיו. הרשעים שוכחים את שמם לאחר מותם ועל כן יש הנוהגים לומר פסוק בסוף תפילת שמונה עשרה כסגולה שלא ישכחו את שמם באותו הזמן. אם לא ידע המת מהו שמו אזי כורת מלאך המוות את אבריו, ואילו מלאכי החבלה -שליחיו, שבים ומרכיבים את הגוף כדי להכינו לסבב נוסף של ענישה כזו, ובכך להגדיל את עינוייו.חלק מן החוקרים סוברים שהאמונה בחיבוט הקבר הופיעה ביהדות בתקופת הגאונים בהשפעת האסלאם. בספרות האסלאמית קיימים תיאורים של ""עד'אב אלקבר"" כלומר עינוי הקבר.","מי מכה על ידי המת עפ""י מסכת חיבוט הקבר?",מלאך המוות,"חיבוט הקבר הוא עונש המוזכר בקבלה על הנאה שאינה לשם שמים. בספר ראשית חכמה הובא מדרש הנקרא ""מסכת חיבוט הקבר"" המתאר את עונש חיבוט הקבר. ""מסכת חיבוט הקבר"" הוכנסה גם לתוך ""מסכת שמחות"" אחת מן המסכתות קטנות של התלמוד. חיבוט הקבר מוזכר בקצרה גם בחיבור ""שיעור קומה"", חיבור מיסטי קדום העוסק בתיאור גודלו של הגוף האלוהי. ביאור על חיבוט הקבר מוזכר בפרקים הראשונים של ספר התניא.== מהותו ==על פי התיאורים במדרשים, עומד מלאך המוות על קבר המת ושואלו מהו שמו, ומכה על ידיו. הרשעים שוכחים את שמם לאחר מותם ועל כן יש הנוהגים לומר פסוק בסוף תפילת שמונה עשרה כסגולה שלא ישכחו את שמם באותו הזמן. אם לא ידע המת מהו שמו אזי כורת מלאך המוות את אבריו, ואילו מלאכי החבלה -שליחיו, שבים ומרכיבים את הגוף כדי להכינו לסבב נוסף של ענישה כזו, ובכך להגדיל את עינוייו.חלק מן החוקרים סוברים שהאמונה בחיבוט הקבר הופיעה ביהדות בתקופת הגאונים בהשפעת האסלאם. בספרות האסלאמית קיימים תיאורים של ""עד'אב אלקבר"" כלומר עינוי הקבר.","מי מכה על ידי המת עפ""י מסכת חיבוט הקבר?",מלאך המוות,he,0,21,חיבוט הקבר,https://he.wikipedia.org/wiki/חיבוט_הקבר
he,"חיבוט הקבר הוא עונש המוזכר בקבלה על הנאה שאינה לשם שמים. בספר ראשית חכמה הובא מדרש הנקרא ""מסכת חיבוט הקבר"" המתאר את עונש חיבוט הקבר. ""מסכת חיבוט הקבר"" הוכנסה גם לתוך ""מסכת שמחות"" אחת מן המסכתות קטנות של התלמוד. חיבוט הקבר מוזכר בקצרה גם בחיבור ""שיעור קומה"", חיבור מיסטי קדום העוסק בתיאור גודלו של הגוף האלוהי. ביאור על חיבוט הקבר מוזכר בפרקים הראשונים של ספר התניא.== מהותו ==על פי התיאורים במדרשים, עומד מלאך המוות על קבר המת ושואלו מהו שמו, ומכה על ידיו. הרשעים שוכחים את שמם לאחר מותם ועל כן יש הנוהגים לומר פסוק בסוף תפילת שמונה עשרה כסגולה שלא ישכחו את שמם באותו הזמן. אם לא ידע המת מהו שמו אזי כורת מלאך המוות את אבריו, ואילו מלאכי החבלה -שליחיו, שבים ומרכיבים את הגוף כדי להכינו לסבב נוסף של ענישה כזו, ובכך להגדיל את עינוייו.חלק מן החוקרים סוברים שהאמונה בחיבוט הקבר הופיעה ביהדות בתקופת הגאונים בהשפעת האסלאם. בספרות האסלאמית קיימים תיאורים של ""עד'אב אלקבר"" כלומר עינוי הקבר.","מי מכה על ידי המת עפ""י מסכת חיבוט הקבר?",מלאך המוות,"墓中拷打是卡巴拉中提到的一种惩罚，用于惩罚非为上天的享乐行为。在《智慧之首》一书中引用了名为“墓中拷打论”的米德拉什，描述了墓中拷打的惩罚。“墓中拷打论”也被收录在《喜事论》中，这是塔木德的小册子之一。古代神秘著作《身形量度》中也简要提到了墓中拷打，该著作描述了神圣身体的规模。《塔尼雅》一书开篇几章中也解释了墓中拷打。

== 本质 ==

根据米德拉什的描述，死亡天使站在死者的坟墓上，问他自己的名字，并拍打他的双手。邪恶的人死后会忘记自己的名字，因此有些人习惯在十八祷告结束时念诵经文，作为一种魅力，这样他们就不会在那个时候忘记自己的名字。如果死者不知道自己的名字，那么死亡天使会砍下他的四肢，而破坏天使（他的使者）会重新组装身体，让他准备好接受另一轮这样的惩罚，从而加剧他的折磨。

一些学者认为，对墓中拷打的信仰出现在犹太教的盖奥尼姆时期，受到伊斯兰教的影响。伊斯兰文学中也有关于“阿扎布·卡布尔”，即墓中折磨的描述。",根据《墓中拷打论》(Massechet Chibut HaKever)，谁会拍打死者的双手？,死亡天使,zh,1,21,חיבוט הקבר,https://he.wikipedia.org/wiki/חיבוט_הקבר
he,"חיבוט הקבר הוא עונש המוזכר בקבלה על הנאה שאינה לשם שמים. בספר ראשית חכמה הובא מדרש הנקרא ""מסכת חיבוט הקבר"" המתאר את עונש חיבוט הקבר. ""מסכת חיבוט הקבר"" הוכנסה גם לתוך ""מסכת שמחות"" אחת מן המסכתות קטנות של התלמוד. חיבוט הקבר מוזכר בקצרה גם בחיבור ""שיעור קומה"", חיבור מיסטי קדום העוסק בתיאור גודלו של הגוף האלוהי. ביאור על חיבוט הקבר מוזכר בפרקים הראשונים של ספר התניא.== מהותו ==על פי התיאורים במדרשים, עומד מלאך המוות על קבר המת ושואלו מהו שמו, ומכה על ידיו. הרשעים שוכחים את שמם לאחר מותם ועל כן יש הנוהגים לומר פסוק בסוף תפילת שמונה עשרה כסגולה שלא ישכחו את שמם באותו הזמן. אם לא ידע המת מהו שמו אזי כורת מלאך המוות את אבריו, ואילו מלאכי החבלה -שליחיו, שבים ומרכיבים את הגוף כדי להכינו לסבב נוסף של ענישה כזו, ובכך להגדיל את עינוייו.חלק מן החוקרים סוברים שהאמונה בחיבוט הקבר הופיעה ביהדות בתקופת הגאונים בהשפעת האסלאם. בספרות האסלאמית קיימים תיאורים של ""עד'אב אלקבר"" כלומר עינוי הקבר.","מי מכה על ידי המת עפ""י מסכת חיבוט הקבר?",מלאך המוות,"무덤 두드리기는 하늘을 위한 것이 아닌 즐거움에 대한 가발라에서 언급되는 형벌입니다. 창세기 지혜의 책에서는 무덤 두드리기 형벌을 묘사하는 ""무덤 두드리기의 논고""라는 미드라시를 인용합니다. ""무덤 두드리기의 논고""는 또한 탈무드의 작은 논고 중 하나인 ""기쁨의 논고""에도 포함되었습니다. 무덤 두드리기는 신체의 신성한 크기를 묘사하는 고대 신비주의 저서인 ""키의 측정""에서도 간략하게 언급됩니다. 무덤 두드리기에 대한 설명은 타니야 책의 첫 장에서 찾을 수 있습니다.

== 본질 ==
미드라심의 묘사에 따르면, 죽음의 천사가 죽은 자의 무덤 위에 서서 그의 이름을 묻고 그의 손을 때립니다. 악인은 죽은 후 자신의 이름을 잊어버리므로 일부 사람들은 그들이 그때 자신의 이름을 잊지 않도록 보호하기 위해 18개의 기도가 끝날 때 구절을 말하는 관습이 있습니다. 죽은 자가 자신의 이름을 모른다면, 죽음의 천사는 그의 사지를 자르고, 파괴의 천사들(그의 사자들)은 그러한 형벌의 또 다른 라운드를 위해 그를 준비하기 위해 몸을 다시 조립합니다. 이를 통해 고통을 증가시킵니다.

일부 학자들은 무덤 두드리기에 대한 믿음이 이슬람의 영향을 받은 게오님 시대에 유대교에 나타났다고 믿습니다. 이슬람 문헌에는 ""아다브 알카브르"", 즉 무덤의 고문에 대한 묘사가 있습니다.","""무덤 두드리기의 논고""에 따르면 누가 죽은 자의 손을 때립니까?",죽음의 천사,ko,1,21,חיבוט הקבר,https://he.wikipedia.org/wiki/חיבוט_הקבר
he,"חיבוט הקבר הוא עונש המוזכר בקבלה על הנאה שאינה לשם שמים. בספר ראשית חכמה הובא מדרש הנקרא ""מסכת חיבוט הקבר"" המתאר את עונש חיבוט הקבר. ""מסכת חיבוט הקבר"" הוכנסה גם לתוך ""מסכת שמחות"" אחת מן המסכתות קטנות של התלמוד. חיבוט הקבר מוזכר בקצרה גם בחיבור ""שיעור קומה"", חיבור מיסטי קדום העוסק בתיאור גודלו של הגוף האלוהי. ביאור על חיבוט הקבר מוזכר בפרקים הראשונים של ספר התניא.== מהותו ==על פי התיאורים במדרשים, עומד מלאך המוות על קבר המת ושואלו מהו שמו, ומכה על ידיו. הרשעים שוכחים את שמם לאחר מותם ועל כן יש הנוהגים לומר פסוק בסוף תפילת שמונה עשרה כסגולה שלא ישכחו את שמם באותו הזמן. אם לא ידע המת מהו שמו אזי כורת מלאך המוות את אבריו, ואילו מלאכי החבלה -שליחיו, שבים ומרכיבים את הגוף כדי להכינו לסבב נוסף של ענישה כזו, ובכך להגדיל את עינוייו.חלק מן החוקרים סוברים שהאמונה בחיבוט הקבר הופיעה ביהדות בתקופת הגאונים בהשפעת האסלאם. בספרות האסלאמית קיימים תיאורים של ""עד'אב אלקבר"" כלומר עינוי הקבר.","מי מכה על ידי המת עפ""י מסכת חיבוט הקבר?",מלאך המוות,"墓打ちの刑は、カバラにおいて、天のためではない快楽に対する罰として言及されています。創世記の知恵の書には、「墓打ちの刑のミドラッシュ」と呼ばれるミドラッシュが引用されており、墓打ちの刑の罰が描かれています。「墓打ちの刑のミドラッシュ」は、タルムードの小論集の一つである「喜びの論集」にも収録されています。墓打ちの刑は、神の体の大きさを扱う古代の神秘的な作品「シウール・コマ」でも簡単に言及されています。墓打ちの刑の説明は、ターニャの最初の章にも登場します。

== 本質 ==

ミドラッシュの記述によると、死の天使は死者の墓の上に立ち、死者にその名前を尋ねて、手を打ちます。悪人は死後自分の名前を忘れてしまいます。そのため、その時に自分の名前を忘れないように祈りの護符として、十八の祈りの終わりに詩篇を唱える習慣があります。死者が自分の名前を知らなければ、死の天使は死者の四肢を切り落とし、破壊の天使（死の天使の使者）が再び体をつなぎ合わせて、さらに罰を受ける準備をします。これにより、死者の苦しみを増大させます。

一部の研究者は、墓打ちの刑への信仰は、イスラム教の影響を受けてゲオニムの時代にユダヤ教に現れたと考えています。イスラム教の文献には、「アダブ・アルカブル」（墓の苦しみ）の記述があります。",「墓打ちの刑のミドラッシュ」によると、誰が死者の手を打ちますか？,死の天使,ja,1,21,חיבוט הקבר,https://he.wikipedia.org/wiki/חיבוט_הקבר
he,"חיבוט הקבר הוא עונש המוזכר בקבלה על הנאה שאינה לשם שמים. בספר ראשית חכמה הובא מדרש הנקרא ""מסכת חיבוט הקבר"" המתאר את עונש חיבוט הקבר. ""מסכת חיבוט הקבר"" הוכנסה גם לתוך ""מסכת שמחות"" אחת מן המסכתות קטנות של התלמוד. חיבוט הקבר מוזכר בקצרה גם בחיבור ""שיעור קומה"", חיבור מיסטי קדום העוסק בתיאור גודלו של הגוף האלוהי. ביאור על חיבוט הקבר מוזכר בפרקים הראשונים של ספר התניא.== מהותו ==על פי התיאורים במדרשים, עומד מלאך המוות על קבר המת ושואלו מהו שמו, ומכה על ידיו. הרשעים שוכחים את שמם לאחר מותם ועל כן יש הנוהגים לומר פסוק בסוף תפילת שמונה עשרה כסגולה שלא ישכחו את שמם באותו הזמן. אם לא ידע המת מהו שמו אזי כורת מלאך המוות את אבריו, ואילו מלאכי החבלה -שליחיו, שבים ומרכיבים את הגוף כדי להכינו לסבב נוסף של ענישה כזו, ובכך להגדיל את עינוייו.חלק מן החוקרים סוברים שהאמונה בחיבוט הקבר הופיעה ביהדות בתקופת הגאונים בהשפעת האסלאם. בספרות האסלאמית קיימים תיאורים של ""עד'אב אלקבר"" כלומר עינוי הקבר.","מי מכה על ידי המת עפ""י מסכת חיבוט הקבר?",מלאך המוות,"El Jibút HaKéver es un castigo mencionado en la Cábala por el disfrute que no es en nombre del Cielo. En el libro Reshit Jojmá se cita un midrash llamado ""Masejet Jibút HaKéver"" que describe el castigo de Jibút HaKéver. La ""Masejet Jibút HaKéver"" también se incluyó en la ""Masejet Semajot"", una de las masejot menores del Talmud. El Jibút HaKéver también se menciona brevemente en el tratado ""Shiur Komá"", un antiguo tratado místico que trata sobre la descripción del tamaño del cuerpo divino. Una explicación sobre el Jibút HaKéver se menciona en los primeros capítulos del libro del Tania.

**Esencia**

Según las descripciones de los midrashim, el Ángel de la Muerte se para sobre la tumba del difunto y le pregunta su nombre, y luego lo golpea en las manos. Los malvados olvidan su nombre después de la muerte, por lo que algunos acostumbran a recitar un versículo al final de la oración de la Amidá como una virtud para no olvidar su nombre en ese momento. Si el difunto no sabe su nombre, entonces el Ángel de la Muerte le corta las extremidades, mientras que los ángeles de destrucción, sus mensajeros, vuelven a ensamblar el cuerpo para prepararlo para otra ronda de este castigo, aumentando así su tormento.

Algunos investigadores creen que la creencia en el Jibút HaKéver apareció en el judaísmo durante el período de los Gueonim bajo la influencia del Islam. En la literatura islámica existen descripciones de ""Adhab al-Qabr"", es decir, el tormento de la tumba.",¿Quién golpea las manos del difunto según la masejet Jibút HaKéver?,El Ángel de la Muerte,es,1,21,חיבוט הקבר,https://he.wikipedia.org/wiki/חיבוט_הקבר
fr,"Scène de guerre au Moyen Âge est un tableau d'Edgar Degas peint vers 1865 et conservé au musée d'Orsay, à Paris. Cette peinture à l'huile et à l'essence sur papier marouflé sur toile de 83,5 × 148,5 cm représente une scène de guerre au Moyen Âge. L'œuvre est également connue sous le titre Les Malheurs de la ville d'Orléans.","Sous quel autre nom est connu le tableau ""Scène de guerre au Moyen Âge"" d'Edgar Degas?",Les Malheurs de la ville d'Orléans,"War Scene in the Middle Ages is a painting by Edgar Degas created around 1865 and housed in the Musée d'Orsay, Paris. This oil and essence painting on paper mounted on canvas, measuring 83.5 × 148.5 cm, depicts a medieval war scene. The work is also known as The Misfortunes of the City of Orléans.","What is the other name by which Edgar Degas's ""War Scene in the Middle Ages"" painting is known?",The Misfortunes of the City of Orléans,en,1,160,Scène de guerre au Moyen Âge,https://fr.wikipedia.org/wiki/Scène_de_guerre_au_Moyen_Âge
fr,"Scène de guerre au Moyen Âge est un tableau d'Edgar Degas peint vers 1865 et conservé au musée d'Orsay, à Paris. Cette peinture à l'huile et à l'essence sur papier marouflé sur toile de 83,5 × 148,5 cm représente une scène de guerre au Moyen Âge. L'œuvre est également connue sous le titre Les Malheurs de la ville d'Orléans.","Sous quel autre nom est connu le tableau ""Scène de guerre au Moyen Âge"" d'Edgar Degas?",Les Malheurs de la ville d'Orléans,"Scène de guerre au Moyen Âge est un tableau d'Edgar Degas peint vers 1865 et conservé au musée d'Orsay, à Paris. Cette peinture à l'huile et à l'essence sur papier marouflé sur toile de 83,5 × 148,5 cm représente une scène de guerre au Moyen Âge. L'œuvre est également connue sous le titre Les Malheurs de la ville d'Orléans.","Sous quel autre nom est connu le tableau ""Scène de guerre au Moyen Âge"" d'Edgar Degas?",Les Malheurs de la ville d'Orléans,fr,0,160,Scène de guerre au Moyen Âge,https://fr.wikipedia.org/wiki/Scène_de_guerre_au_Moyen_Âge
fr,"Scène de guerre au Moyen Âge est un tableau d'Edgar Degas peint vers 1865 et conservé au musée d'Orsay, à Paris. Cette peinture à l'huile et à l'essence sur papier marouflé sur toile de 83,5 × 148,5 cm représente une scène de guerre au Moyen Âge. L'œuvre est également connue sous le titre Les Malheurs de la ville d'Orléans.","Sous quel autre nom est connu le tableau ""Scène de guerre au Moyen Âge"" d'Edgar Degas?",Les Malheurs de la ville d'Orléans,"סצנת מלחמה בימי הביניים היא ציור של אדגר דגה שצויר בסביבות 1865 ומוחזק במוזיאון ד'אורסה, בפריז. ציור שמן ובנזין על נייר מודבק על בד זה, בגודל 83.5 × 148.5 ס""מ, מתאר סצנת מלחמה מימי הביניים. היצירה ידועה גם בשם אסונות העיר אורליאן.","באיזה שם נוסף ידוע הציור ""Scène de guerre au Moyen Âge"" של אדגר דגה?",אסונות העיר אורליאן,he,1,160,Scène de guerre au Moyen Âge,https://fr.wikipedia.org/wiki/Scène_de_guerre_au_Moyen_Âge
fr,"Scène de guerre au Moyen Âge est un tableau d'Edgar Degas peint vers 1865 et conservé au musée d'Orsay, à Paris. Cette peinture à l'huile et à l'essence sur papier marouflé sur toile de 83,5 × 148,5 cm représente une scène de guerre au Moyen Âge. L'œuvre est également connue sous le titre Les Malheurs de la ville d'Orléans.","Sous quel autre nom est connu le tableau ""Scène de guerre au Moyen Âge"" d'Edgar Degas?",Les Malheurs de la ville d'Orléans,《中世纪战争场景》是埃德加·德加于 1865 年创作的一幅画作，现存于巴黎奥赛博物馆。这幅使用油画和松节油绘制在贴于画布上的纸上的作品尺寸为 83.5 × 148.5 厘米，描绘了中世纪的一场战争场景。这幅画作也被称为《奥尔良城的灾难》。,埃德加·德加 (Edgar Degas) 的画作《中世纪战争场景》(Scène de guerre au Moyen Âge) 的另一个名字叫什么？,《奥尔良城的灾难》,zh,1,160,Scène de guerre au Moyen Âge,https://fr.wikipedia.org/wiki/Scène_de_guerre_au_Moyen_Âge
