question,answer,relation,subject,object,q_index,prompt_id,q_id,target_lang,klar_id
Dans quel domaine est-il connu pour avoir travaillé Vilfredo Pareto?,sociologie,field_of_work,Vilfredo Pareto,sociologie,1836,1,1836_1,fr,fr_1836_1
Dans quel domaine travaille William Somerset Maugham?,dramaturge,field_of_work,William Somerset Maugham,dramaturge,1837,0,1837_0,fr,fr_1837_0
Pour quelle discipline William Somerset Maugham est-il connu pour travailler?,romancier,field_of_work,William Somerset Maugham,romancier,1838,3,1838_3,fr,fr_1838_3
Quel est le domaine d'expertise principal de Enrico Fermi?,physique,field_of_work,Enrico Fermi,physique,1839,4,1839_4,fr,fr_1839_4
Quel est le domaine d'expertise principal de Giovanni Domenico Cassini?,astronomie,field_of_work,Giovanni Domenico Cassini,astronomie,1840,4,1840_4,fr,fr_1840_4
Pour quelle discipline Johann Wolfgang von Goethe est-il connu pour travailler?,anatomie,field_of_work,Johann Wolfgang von Goethe,anatomie,1841,3,1841_3,fr,fr_1841_3
Pour quelle discipline Paracelse est-il connu pour travailler?,médecine,field_of_work,Paracelse,médecine,1842,3,1842_3,fr,fr_1842_3
Dans quel domaine travaille John Coltrane?,jazz,field_of_work,John Coltrane,jazz,1843,0,1843_0,fr,fr_1843_0
Pour quelle discipline Hermann Ludwig von Helmholtz est-il connu pour travailler?,physique,field_of_work,Hermann Ludwig von Helmholtz,physique,1844,3,1844_3,fr,fr_1844_3
Quel est le domaine d'expertise principal de Claude Galien?,médecine,field_of_work,Claude Galien,médecine,1845,4,1845_4,fr,fr_1845_4
Avec quel domaine d'étude Abraham Maslow est-il associé?,psychologie,field_of_work,Abraham Maslow,psychologie,1846,2,1846_2,fr,fr_1846_2
Dans quel domaine est-il connu pour avoir travaillé Louis Pasteur?,chimie,field_of_work,Louis Pasteur,chimie,1847,1,1847_1,fr,fr_1847_1
Dans quel domaine travaille Henry Cavendish?,physique,field_of_work,Henry Cavendish,physique,1848,0,1848_0,fr,fr_1848_0
Dans quel domaine est-il connu pour avoir travaillé Karl Marx?,économie,field_of_work,Karl Marx,économie,1849,1,1849_1,fr,fr_1849_1
Quel est le domaine d'expertise principal de Ulf Svante von Euler?,physiologie,field_of_work,Ulf Svante von Euler,physiologie,1850,4,1850_4,fr,fr_1850_4
Pour quelle discipline Galilée est-il connu pour travailler?,astronomie,field_of_work,Galilée,astronomie,1851,3,1851_3,fr,fr_1851_3
Avec quel domaine d'étude Nikolaï Ivanovitch Lobatchevski est-il associé?,géométrie,field_of_work,Nikolaï Ivanovitch Lobatchevski,géométrie,1852,2,1852_2,fr,fr_1852_2
Avec quel domaine d'étude Christian Huygens est-il associé?,mathématiques,field_of_work,Christian Huygens,mathématiques,1853,2,1853_2,fr,fr_1853_2
Avec quel domaine d'étude application web est-il associé?,site web,field_of_work,application web,site web,1854,2,1854_2,fr,fr_1854_2
Quel est le domaine d'expertise principal de Nāgārjuna?,bouddhisme,field_of_work,Nāgārjuna,bouddhisme,1855,4,1855_4,fr,fr_1855_4
Avec quel domaine d'étude William Rowan Hamilton est-il associé?,mathématiques,field_of_work,William Rowan Hamilton,mathématiques,1856,2,1856_2,fr,fr_1856_2
Dans quel domaine est-il connu pour avoir travaillé Ernest Rutherford?,physique,field_of_work,Ernest Rutherford,physique,1857,1,1857_1,fr,fr_1857_1
Pour quelle discipline William Herschel est-il connu pour travailler?,astronomie,field_of_work,William Herschel,astronomie,1858,3,1858_3,fr,fr_1858_3
Dans quel domaine travaille Ivan Pavlov?,physiologie,field_of_work,Ivan Pavlov,physiologie,1859,0,1859_0,fr,fr_1859_0
Pour quelle discipline Hermann Minkowski est-il connu pour travailler?,géométrie,field_of_work,Hermann Minkowski,géométrie,1860,3,1860_3,fr,fr_1860_3
Dans quel domaine travaille Galilée?,physique,field_of_work,Galilée,physique,1861,0,1861_0,fr,fr_1861_0
Quel est le domaine d'expertise principal de Julian Schwinger?,physique,field_of_work,Julian Schwinger,physique,1862,4,1862_4,fr,fr_1862_4
Pour quelle discipline attentat-suicide est-il connu pour travailler?,terrorisme,field_of_work,attentat-suicide,terrorisme,1863,3,1863_3,fr,fr_1863_3
Dans quel domaine est-il connu pour avoir travaillé Lev Vygotski?,psychologie,field_of_work,Lev Vygotski,psychologie,1864,1,1864_1,fr,fr_1864_1
Dans quel domaine est-il connu pour avoir travaillé Karl Marx?,philosophie,field_of_work,Karl Marx,philosophie,1865,1,1865_1,fr,fr_1865_1
Avec quel domaine d'étude Friedrich Wilhelm Bessel est-il associé?,mathématiques,field_of_work,Friedrich Wilhelm Bessel,mathématiques,1866,2,1866_2,fr,fr_1866_2
Avec quel domaine d'étude Joseph Schumpeter est-il associé?,économie,field_of_work,Joseph Schumpeter,économie,1867,2,1867_2,fr,fr_1867_2
Avec quel domaine d'étude Max Weber est-il associé?,histoire,field_of_work,Max Weber,histoire,1868,2,1868_2,fr,fr_1868_2
Avec quel domaine d'étude Edward Gibbon est-il associé?,histoire,field_of_work,Edward Gibbon,histoire,1869,2,1869_2,fr,fr_1869_2
Avec quel domaine d'étude John Archibald Wheeler est-il associé?,physique,field_of_work,John Archibald Wheeler,physique,1870,2,1870_2,fr,fr_1870_2
Quel est le domaine d'expertise principal de Leonhard Euler?,physique,field_of_work,Leonhard Euler,physique,1871,4,1871_4,fr,fr_1871_4
Quel est le domaine d'expertise principal de Schack August Steenberg Krogh?,physiologie,field_of_work,Schack August Steenberg Krogh,physiologie,1872,4,1872_4,fr,fr_1872_4
Avec quel domaine d'étude Felix Bloch est-il associé?,physique,field_of_work,Felix Bloch,physique,1873,2,1873_2,fr,fr_1873_2
Quel est le domaine d'expertise principal de Anders Celsius?,astronomie,field_of_work,Anders Celsius,astronomie,1874,4,1874_4,fr,fr_1874_4
Pour quelle discipline Willem Einthoven est-il connu pour travailler?,physiologie,field_of_work,Willem Einthoven,physiologie,1875,3,1875_3,fr,fr_1875_3
Dans quel domaine travaille Joseph von Fraunhofer?,physique,field_of_work,Joseph von Fraunhofer,physique,1876,0,1876_0,fr,fr_1876_0
Dans quel domaine travaille Sin-Itiro Tomonaga?,physique,field_of_work,Sin-Itiro Tomonaga,physique,1877,0,1877_0,fr,fr_1877_0
Quel est le domaine d'expertise principal de Hermann Amandus Schwarz?,mathématiques,field_of_work,Hermann Amandus Schwarz,mathématiques,1878,4,1878_4,fr,fr_1878_4
Dans quel domaine travaille Jean Le Rond d'Alembert?,mathématiques,field_of_work,Jean Le Rond d'Alembert,mathématiques,1879,0,1879_0,fr,fr_1879_0
Avec quel domaine d'étude Luca Pacioli est-il associé?,mathématiques,field_of_work,Luca Pacioli,mathématiques,1880,2,1880_2,fr,fr_1880_2
Avec quel domaine d'étude Vitaly Ginzburg est-il associé?,physique,field_of_work,Vitaly Ginzburg,physique,1881,2,1881_2,fr,fr_1881_2
Dans quel domaine est-il connu pour avoir travaillé Sima Qian?,histoire,field_of_work,Sima Qian,histoire,1882,1,1882_1,fr,fr_1882_1
Avec quel domaine d'étude Claude Ptolémée est-il associé?,mathématicien,field_of_work,Claude Ptolémée,mathématicien,1883,2,1883_2,fr,fr_1883_2
Dans quel domaine travaille Jean Piaget?,psychologie,field_of_work,Jean Piaget,psychologie,1884,0,1884_0,fr,fr_1884_0
Pour quelle discipline Stefan Banach est-il connu pour travailler?,mathématiques,field_of_work,Stefan Banach,mathématiques,1885,3,1885_3,fr,fr_1885_3
Avec quel domaine d'étude Joseph Priestley est-il associé?,philosophie,field_of_work,Joseph Priestley,philosophie,1886,2,1886_2,fr,fr_1886_2
Dans quel domaine travaille Kurt Lewin?,psychologie,field_of_work,Kurt Lewin,psychologie,1887,0,1887_0,fr,fr_1887_0
Dans quel domaine est-il connu pour avoir travaillé James Clerk Maxwell?,physique,field_of_work,James Clerk Maxwell,physique,1888,1,1888_1,fr,fr_1888_1
Dans quel domaine est-il connu pour avoir travaillé Alfred Marshall?,économie,field_of_work,Alfred Marshall,économie,1889,1,1889_1,fr,fr_1889_1
Avec quel domaine d'étude Nicolas Copernic est-il associé?,astronomie,field_of_work,Nicolas Copernic,astronomie,1890,2,1890_2,fr,fr_1890_2
Quel est le domaine d'expertise principal de Eric Maskin?,économiste,field_of_work,Eric Maskin,économiste,1891,4,1891_4,fr,fr_1891_4
Avec quel domaine d'étude Jared Diamond est-il associé?,écologie,field_of_work,Jared Diamond,écologie,1892,2,1892_2,fr,fr_1892_2
Dans quel domaine travaille Andreï Kolmogorov?,géométrie,field_of_work,Andreï Kolmogorov,géométrie,1893,0,1893_0,fr,fr_1893_0
Quel est le domaine d'expertise principal de Joseph-Louis Gay-Lussac?,chimie,field_of_work,Joseph-Louis Gay-Lussac,chimie,1894,4,1894_4,fr,fr_1894_4
Avec quel domaine d'étude octane est-il associé?,chimie,field_of_work,octane,chimie,1895,2,1895_2,fr,fr_1895_2
Pour quelle discipline Daniel Bernoulli est-il connu pour travailler?,physique,field_of_work,Daniel Bernoulli,physique,1896,3,1896_3,fr,fr_1896_3
Avec quel domaine d'étude Michael Faraday est-il associé?,physique,field_of_work,Michael Faraday,physique,1897,2,1897_2,fr,fr_1897_2
Quel est le domaine d'expertise principal de Humphry Davy?,chimie,field_of_work,Humphry Davy,chimie,1898,4,1898_4,fr,fr_1898_4
Avec quel domaine d'étude Henri Moissan est-il associé?,chimie,field_of_work,Henri Moissan,chimie,1899,2,1899_2,fr,fr_1899_2
Dans quel domaine travaille Pierre Curie?,physique,field_of_work,Pierre Curie,physique,1900,0,1900_0,fr,fr_1900_0
Avec quel domaine d'étude Gustav Kirchhoff est-il associé?,physique,field_of_work,Gustav Kirchhoff,physique,1901,2,1901_2,fr,fr_1901_2
Avec quel domaine d'étude Norbert Wiener est-il associé?,mathématiques,field_of_work,Norbert Wiener,mathématiques,1902,2,1902_2,fr,fr_1902_2
Quel est le domaine d'expertise principal de Urbain Le Verrier?,astronomie,field_of_work,Urbain Le Verrier,astronomie,1903,4,1903_4,fr,fr_1903_4
Dans quel domaine travaille Johan Huizinga?,histoire,field_of_work,Johan Huizinga,histoire,1904,0,1904_0,fr,fr_1904_0
Quel est le domaine d'expertise principal de Science?,science,field_of_work,Science,science,1905,4,1905_4,fr,fr_1905_4
Dans quel domaine est-il connu pour avoir travaillé Edward Teller?,physique,field_of_work,Edward Teller,physique,1906,1,1906_1,fr,fr_1906_1
Dans quel domaine travaille Led Zeppelin?,musicien,field_of_work,Led Zeppelin,musicien,1907,0,1907_0,fr,fr_1907_0
Dans quel domaine travaille Ernest Orlando Lawrence?,physique,field_of_work,Ernest Orlando Lawrence,physique,1908,0,1908_0,fr,fr_1908_0
Pour quelle discipline Marie Curie est-il connu pour travailler?,chimie,field_of_work,Marie Curie,chimie,1909,3,1909_3,fr,fr_1909_3
Pour quelle discipline John Napier est-il connu pour travailler?,mathématiques,field_of_work,John Napier,mathématiques,1910,3,1910_3,fr,fr_1910_3
Dans quel domaine est-il connu pour avoir travaillé Isaac Newton?,astronomie,field_of_work,Isaac Newton,astronomie,1911,1,1911_1,fr,fr_1911_1
Dans quel domaine est-il connu pour avoir travaillé Larry Sanger?,philosophie,field_of_work,Larry Sanger,philosophie,1912,1,1912_1,fr,fr_1912_1
Avec quel domaine d'étude Philipp Lenard est-il associé?,physique,field_of_work,Philipp Lenard,physique,1913,2,1913_2,fr,fr_1913_2
Dans quel domaine est-il connu pour avoir travaillé Hermann Ludwig von Helmholtz?,physiologie,field_of_work,Hermann Ludwig von Helmholtz,physiologie,1914,1,1914_1,fr,fr_1914_1
Avec quel domaine d'étude Friedrich Wilhelm Bessel est-il associé?,astronomie,field_of_work,Friedrich Wilhelm Bessel,astronomie,1915,2,1915_2,fr,fr_1915_2
Dans quel domaine est-il connu pour avoir travaillé Alfred Kinsey?,biologie,field_of_work,Alfred Kinsey,biologie,1916,1,1916_1,fr,fr_1916_1
Quel est le domaine d'expertise principal de Mesrop Machtots?,linguistique,field_of_work,Mesrop Machtots,linguistique,1917,4,1917_4,fr,fr_1917_4
Dans quel domaine travaille James Franck?,physique,field_of_work,James Franck,physique,1918,0,1918_0,fr,fr_1918_0
Pour quelle discipline Elinor Ostrom est-il connu pour travailler?,économie,field_of_work,Elinor Ostrom,économie,1919,3,1919_3,fr,fr_1919_3
Pour quelle discipline Edward Appleton est-il connu pour travailler?,physique,field_of_work,Edward Appleton,physique,1920,3,1920_3,fr,fr_1920_3
Quel est le domaine d'expertise principal de John Dalton?,chimie,field_of_work,John Dalton,chimie,1921,4,1921_4,fr,fr_1921_4
Avec quel domaine d'étude John Dalton est-il associé?,physique,field_of_work,John Dalton,physique,1922,2,1922_2,fr,fr_1922_2
Avec quel domaine d'étude Dmitri Mendeleïev est-il associé?,chimie,field_of_work,Dmitri Mendeleïev,chimie,1923,2,1923_2,fr,fr_1923_2
Dans quel domaine travaille Dmitri Mendeleïev?,physique,field_of_work,Dmitri Mendeleïev,physique,1924,0,1924_0,fr,fr_1924_0
Dans quel domaine travaille Paul McCartney?,musicien,field_of_work,Paul McCartney,musicien,1925,0,1925_0,fr,fr_1925_0
Dans quel domaine travaille Charles Babbage?,mathématiques,field_of_work,Charles Babbage,mathématiques,1926,0,1926_0,fr,fr_1926_0
Quel est le domaine d'expertise principal de Nicolas Copernic?,mathématiques,field_of_work,Nicolas Copernic,mathématiques,1927,4,1927_4,fr,fr_1927_4
Pour quelle discipline Âryabhata est-il connu pour travailler?,astronomie,field_of_work,Âryabhata,astronomie,1928,3,1928_3,fr,fr_1928_3
Pour quelle discipline Clyde William Tombaugh est-il connu pour travailler?,astronome,field_of_work,Clyde William Tombaugh,astronome,1929,3,1929_3,fr,fr_1929_3
Avec quel domaine d'étude Willis Eugene Lamb est-il associé?,physique,field_of_work,Willis Eugene Lamb,physique,1930,2,1930_2,fr,fr_1930_2
Quel est le domaine d'expertise principal de Archimède?,géométrie,field_of_work,Archimède,géométrie,1931,4,1931_4,fr,fr_1931_4
Dans quel domaine travaille Anaxagore de Clazomènes?,astronomie,field_of_work,Anaxagore de Clazomènes,astronomie,1932,0,1932_0,fr,fr_1932_0
Dans quel domaine travaille Christian Huygens?,physique,field_of_work,Christian Huygens,physique,1933,0,1933_0,fr,fr_1933_0
Quel est le domaine d'expertise principal de Michael Jackson?,musicien,field_of_work,Michael Jackson,musicien,1934,4,1934_4,fr,fr_1934_4
Dans quel domaine est-il connu pour avoir travaillé Adam Smith?,économie,field_of_work,Adam Smith,économie,1935,1,1935_1,fr,fr_1935_1
Pour quelle discipline Robert Andrews Millikan est-il connu pour travailler?,physique,field_of_work,Robert Andrews Millikan,physique,1936,3,1936_3,fr,fr_1936_3
Pour quelle discipline Gérard Mercator est-il connu pour travailler?,géographie,field_of_work,Gérard Mercator,géographie,1937,3,1937_3,fr,fr_1937_3
Pour quelle discipline Carl von Linné est-il connu pour travailler?,médecine,field_of_work,Carl von Linné,médecine,1938,3,1938_3,fr,fr_1938_3
Avec quel domaine d'étude Charles Darwin est-il associé?,géologie,field_of_work,Charles Darwin,géologie,1939,2,1939_2,fr,fr_1939_2
Pour quelle discipline Frank Wilczek est-il connu pour travailler?,physique,field_of_work,Frank Wilczek,physique,1940,3,1940_3,fr,fr_1940_3
Pour quelle discipline Andreï Kolmogorov est-il connu pour travailler?,topologie,field_of_work,Andreï Kolmogorov,topologie,1941,3,1941_3,fr,fr_1941_3
Quel est le domaine d'expertise principal de Jean-Henri Lambert?,physique,field_of_work,Jean-Henri Lambert,physique,1942,4,1942_4,fr,fr_1942_4
Quel est le domaine d'expertise principal de Brahmagupta?,mathématiques,field_of_work,Brahmagupta,mathématiques,1943,4,1943_4,fr,fr_1943_4
Dans quel domaine travaille Wilhelm Wien?,physique,field_of_work,Wilhelm Wien,physique,1944,0,1944_0,fr,fr_1944_0
Quel est le domaine d'expertise principal de Hermann Ludwig von Helmholtz?,psychologie,field_of_work,Hermann Ludwig von Helmholtz,psychologie,1945,4,1945_4,fr,fr_1945_4
Dans quel domaine travaille Leonhard Euler?,astronomie,field_of_work,Leonhard Euler,astronomie,1946,0,1946_0,fr,fr_1946_0
Dans quel domaine est-il connu pour avoir travaillé Galilée?,philosophie,field_of_work,Galilée,philosophie,1947,1,1947_1,fr,fr_1947_1
Dans quel domaine travaille Gregor Mendel?,génétique,field_of_work,Gregor Mendel,génétique,1948,0,1948_0,fr,fr_1948_0
Pour quelle discipline Bruce Springsteen est-il connu pour travailler?,musicien,field_of_work,Bruce Springsteen,musicien,1949,3,1949_3,fr,fr_1949_3
Dans quel domaine est-il connu pour avoir travaillé Sofia Kovalevskaïa?,mathématiques,field_of_work,Sofia Kovalevskaïa,mathématiques,1950,1,1950_1,fr,fr_1950_1
Pour quelle discipline Giordano Bruno est-il connu pour travailler?,philosophie,field_of_work,Giordano Bruno,philosophie,1951,3,1951_3,fr,fr_1951_3
Dans quel domaine est-il connu pour avoir travaillé Henri Becquerel?,physique,field_of_work,Henri Becquerel,physique,1952,1,1952_1,fr,fr_1952_1
Dans quel domaine travaille Kip Thorne?,physique,field_of_work,Kip Thorne,physique,1953,0,1953_0,fr,fr_1953_0
Dans quel domaine travaille August Weismann?,biologie,field_of_work,August Weismann,biologie,1954,0,1954_0,fr,fr_1954_0
Dans quel domaine travaille Paul Langevin?,physique,field_of_work,Paul Langevin,physique,1955,0,1955_0,fr,fr_1955_0
Dans quel domaine est-il connu pour avoir travaillé John Cockcroft?,physique,field_of_work,John Cockcroft,physique,1956,1,1956_1,fr,fr_1956_1
Dans quel domaine est-il connu pour avoir travaillé Svante August Arrhenius?,chimie,field_of_work,Svante August Arrhenius,chimie,1957,1,1957_1,fr,fr_1957_1
Quel est le domaine d'expertise principal de rococo?,architecture,field_of_work,rococo,architecture,1958,4,1958_4,fr,fr_1958_4
艾伦·图灵 在什么领域工作？,逻辑学,field_of_work,艾伦·图灵,逻辑学,1792,0,1792_0,zh,zh_1792_0
阿那克萨哥拉 与哪个研究领域相关？,哲学,field_of_work,阿那克萨哥拉,哲学,1793,2,1793_2,zh,zh_1793_2
罗伯特·威廉·本生 的主要专业是什么？,化学,field_of_work,罗伯特·威廉·本生,化学,1794,4,1794_4,zh,zh_1794_4
约翰·加尔文 在什么领域工作？,神学,field_of_work,约翰·加尔文,神学,1795,0,1795_0,zh,zh_1795_0
物质系统 与哪个研究领域相关？,物理学,field_of_work,物质系统,物理学,1796,2,1796_2,zh,zh_1796_2
卡尔·罗哲斯 的主要专业是什么？,心理学,field_of_work,卡尔·罗哲斯,心理学,1797,4,1797_4,zh,zh_1797_4
大卫·希尔伯特 因在哪个学科工作而闻名？,几何学,field_of_work,大卫·希尔伯特,几何学,1798,3,1798_3,zh,zh_1798_3
理查德·瓦格纳 的主要专业是什么？,歌剧,field_of_work,理查德·瓦格纳,歌剧,1799,4,1799_4,zh,zh_1799_4
欧几里得 在什么领域工作？,几何学,field_of_work,欧几里得,几何学,1800,0,1800_0,zh,zh_1800_0
马克斯·韦伯 与哪个研究领域相关？,社会学,field_of_work,马克斯·韦伯,社会学,1801,2,1801_2,zh,zh_1801_2
汉斯·艾森克 的主要专业是什么？,心理学,field_of_work,汉斯·艾森克,心理学,1802,4,1802_4,zh,zh_1802_4
尤金·维格纳 曾在哪个领域工作过？,物理学,field_of_work,尤金·维格纳,物理学,1803,1,1803_1,zh,zh_1803_1
弗雷德·霍伊尔 曾在哪个领域工作过？,天文学,field_of_work,弗雷德·霍伊尔,天文学,1804,1,1804_1,zh,zh_1804_1
盖伦 与哪个研究领域相关？,解剖学,field_of_work,盖伦,解剖学,1805,2,1805_2,zh,zh_1805_2
威廉·哈维 与哪个研究领域相关？,生理学,field_of_work,威廉·哈维,生理学,1806,2,1806_2,zh,zh_1806_2
霍华德·卡特 曾在哪个领域工作过？,考古学,field_of_work,霍华德·卡特,考古学,1807,1,1807_1,zh,zh_1807_1
海因里希·施利曼 在什么领域工作？,考古学,field_of_work,海因里希·施利曼,考古学,1808,0,1808_0,zh,zh_1808_0
克洛德·贝尔纳 在什么领域工作？,生理学,field_of_work,克洛德·贝尔纳,生理学,1809,0,1809_0,zh,zh_1809_0
艾萨克·牛顿 与哪个研究领域相关？,数学,field_of_work,艾萨克·牛顿,数学,1810,2,1810_2,zh,zh_1810_2
尤斯图斯·冯·李比希 的主要专业是什么？,化学,field_of_work,尤斯图斯·冯·李比希,化学,1811,4,1811_4,zh,zh_1811_4
弗雷德里克·格兰特·班廷 因在哪个学科工作而闻名？,生理学,field_of_work,弗雷德里克·格兰特·班廷,生理学,1812,3,1812_3,zh,zh_1812_3
卡尔·马克思 与哪个研究领域相关？,社会学,field_of_work,卡尔·马克思,社会学,1813,2,1813_2,zh,zh_1813_2
汉斯·贝特 因在哪个学科工作而闻名？,物理学,field_of_work,汉斯·贝特,物理学,1814,3,1814_3,zh,zh_1814_3
杰克·鲁比 与哪个研究领域相关？,夜总会,field_of_work,杰克·鲁比,夜总会,1815,2,1815_2,zh,zh_1815_2
珀西·布里奇曼 与哪个研究领域相关？,物理学,field_of_work,珀西·布里奇曼,物理学,1816,2,1816_2,zh,zh_1816_2
吉罗拉莫·卡尔达诺 曾在哪个领域工作过？,数学,field_of_work,吉罗拉莫·卡尔达诺,数学,1817,1,1817_1,zh,zh_1817_1
马克斯·韦伯 的主要专业是什么？,经济学,field_of_work,马克斯·韦伯,经济学,1818,4,1818_4,zh,zh_1818_4
麦可·法拉第 因在哪个学科工作而闻名？,化学,field_of_work,麦可·法拉第,化学,1819,3,1819_3,zh,zh_1819_3
鸟类学 曾在哪个领域工作过？,鸟纲,field_of_work,鸟类学,鸟纲,1820,1,1820_1,zh,zh_1820_1
博纳文图拉·卡瓦列里 在什么领域工作？,数学,field_of_work,博纳文图拉·卡瓦列里,数学,1821,0,1821_0,zh,zh_1821_0
伽利略·伽利莱 的主要专业是什么？,数学,field_of_work,伽利略·伽利莱,数学,1822,4,1822_4,zh,zh_1822_4
希帕提娅 的主要专业是什么？,数学,field_of_work,希帕提娅,数学,1823,4,1823_4,zh,zh_1823_4
米格尔·塞尔韦特 因在哪个学科工作而闻名？,神学,field_of_work,米格尔·塞尔韦特,神学,1824,3,1824_3,zh,zh_1824_3
爱德文·哈勃 与哪个研究领域相关？,天文学,field_of_work,爱德文·哈勃,天文学,1825,2,1825_2,zh,zh_1825_2
艾萨克·牛顿 因在哪个学科工作而闻名？,物理学,field_of_work,艾萨克·牛顿,物理学,1826,3,1826_3,zh,zh_1826_3
伊利亚·普里高津 与哪个研究领域相关？,物理学,field_of_work,伊利亚·普里高津,物理学,1827,2,1827_2,zh,zh_1827_2
萨丕尔-沃夫假说 与哪个研究领域相关？,语言学,field_of_work,萨丕尔-沃夫假说,语言学,1828,2,1828_2,zh,zh_1828_2
科学方法 与哪个研究领域相关？,科学,field_of_work,科学方法,科学,1829,2,1829_2,zh,zh_1829_2
威廉·克鲁克斯 曾在哪个领域工作过？,化学,field_of_work,威廉·克鲁克斯,化学,1830,1,1830_1,zh,zh_1830_1
史蒂夫·比科 曾在哪个领域工作过？,南非种族隔离,field_of_work,史蒂夫·比科,南非种族隔离,1831,1,1831_1,zh,zh_1831_1
查尔斯·罗伯特·达尔文 与哪个研究领域相关？,生物学,field_of_work,查尔斯·罗伯特·达尔文,生物学,1832,2,1832_2,zh,zh_1832_2
第谷·布拉赫 因在哪个学科工作而闻名？,天文学,field_of_work,第谷·布拉赫,天文学,1833,3,1833_3,zh,zh_1833_3
约翰·斯图尔特·密尔 与哪个研究领域相关？,哲学,field_of_work,约翰·斯图尔特·密尔,哲学,1834,2,1834_2,zh,zh_1834_2
艾伦·图灵 的主要专业是什么？,数学,field_of_work,艾伦·图灵,数学,1835,4,1835_4,zh,zh_1835_4
维弗雷多·帕累托 曾在哪个领域工作过？,社会学,field_of_work,维弗雷多·帕累托,社会学,1836,1,1836_1,zh,zh_1836_1
威廉·萨默塞特·毛姆 在什么领域工作？,剧作家,field_of_work,威廉·萨默塞特·毛姆,剧作家,1837,0,1837_0,zh,zh_1837_0
威廉·萨默塞特·毛姆 因在哪个学科工作而闻名？,小说家,field_of_work,威廉·萨默塞特·毛姆,小说家,1838,3,1838_3,zh,zh_1838_3
恩里科·费米 的主要专业是什么？,物理学,field_of_work,恩里科·费米,物理学,1839,4,1839_4,zh,zh_1839_4
乔凡尼·多美尼科·卡西尼 的主要专业是什么？,天文学,field_of_work,乔凡尼·多美尼科·卡西尼,天文学,1840,4,1840_4,zh,zh_1840_4
约翰·沃尔夫冈·冯·歌德 因在哪个学科工作而闻名？,解剖学,field_of_work,约翰·沃尔夫冈·冯·歌德,解剖学,1841,3,1841_3,zh,zh_1841_3
帕拉塞尔苏斯 因在哪个学科工作而闻名？,医学,field_of_work,帕拉塞尔苏斯,医学,1842,3,1842_3,zh,zh_1842_3
约翰·柯川 在什么领域工作？,爵士乐,field_of_work,约翰·柯川,爵士乐,1843,0,1843_0,zh,zh_1843_0
赫尔曼·冯·亥姆霍兹 因在哪个学科工作而闻名？,物理学,field_of_work,赫尔曼·冯·亥姆霍兹,物理学,1844,3,1844_3,zh,zh_1844_3
盖伦 的主要专业是什么？,医学,field_of_work,盖伦,医学,1845,4,1845_4,zh,zh_1845_4
亚伯拉罕·马斯洛 与哪个研究领域相关？,心理学,field_of_work,亚伯拉罕·马斯洛,心理学,1846,2,1846_2,zh,zh_1846_2
路易·巴斯德 曾在哪个领域工作过？,化学,field_of_work,路易·巴斯德,化学,1847,1,1847_1,zh,zh_1847_1
亨利·卡文迪什 在什么领域工作？,物理学,field_of_work,亨利·卡文迪什,物理学,1848,0,1848_0,zh,zh_1848_0
卡尔·马克思 曾在哪个领域工作过？,经济学,field_of_work,卡尔·马克思,经济学,1849,1,1849_1,zh,zh_1849_1
乌尔夫·冯·奥伊勒 的主要专业是什么？,生理学,field_of_work,乌尔夫·冯·奥伊勒,生理学,1850,4,1850_4,zh,zh_1850_4
伽利略·伽利莱 因在哪个学科工作而闻名？,天文学,field_of_work,伽利略·伽利莱,天文学,1851,3,1851_3,zh,zh_1851_3
罗巴切夫斯基 与哪个研究领域相关？,几何学,field_of_work,罗巴切夫斯基,几何学,1852,2,1852_2,zh,zh_1852_2
克里斯蒂安·惠更斯 与哪个研究领域相关？,数学,field_of_work,克里斯蒂安·惠更斯,数学,1853,2,1853_2,zh,zh_1853_2
网络应用程序 与哪个研究领域相关？,网站,field_of_work,网络应用程序,网站,1854,2,1854_2,zh,zh_1854_2
龙树菩萨 的主要专业是什么？,佛教,field_of_work,龙树菩萨,佛教,1855,4,1855_4,zh,zh_1855_4
威廉·哈密顿 与哪个研究领域相关？,数学,field_of_work,威廉·哈密顿,数学,1856,2,1856_2,zh,zh_1856_2
欧内斯特·卢瑟福 曾在哪个领域工作过？,物理学,field_of_work,欧内斯特·卢瑟福,物理学,1857,1,1857_1,zh,zh_1857_1
威廉·赫歇尔 因在哪个学科工作而闻名？,天文学,field_of_work,威廉·赫歇尔,天文学,1858,3,1858_3,zh,zh_1858_3
巴甫洛夫 在什么领域工作？,生理学,field_of_work,巴甫洛夫,生理学,1859,0,1859_0,zh,zh_1859_0
赫尔曼·闵可夫斯基 因在哪个学科工作而闻名？,几何学,field_of_work,赫尔曼·闵可夫斯基,几何学,1860,3,1860_3,zh,zh_1860_3
伽利略·伽利莱 在什么领域工作？,物理学,field_of_work,伽利略·伽利莱,物理学,1861,0,1861_0,zh,zh_1861_0
朱利安·施温格 的主要专业是什么？,物理学,field_of_work,朱利安·施温格,物理学,1862,4,1862_4,zh,zh_1862_4
自杀攻击 因在哪个学科工作而闻名？,恐怖主义,field_of_work,自杀攻击,恐怖主义,1863,3,1863_3,zh,zh_1863_3
利维·维谷斯基 曾在哪个领域工作过？,心理学,field_of_work,利维·维谷斯基,心理学,1864,1,1864_1,zh,zh_1864_1
