original_lang,original_content,original_question,original_answer,content,question,answer,language,translated,q_id,title,url,avg_dep_depth,max_tree_depth,num_clauses
en,"Entebbe General Hospital, commonly known as Entebbe Hospital, is a hospital in the town of Entebbe, in the Central Region of Uganda.== Location ==The hospital is located in the central business district of the town of Entebbe, in Wakiso District, approximately 44 kilometres (27 mi), by road, southwest of Mulago National Referral Hospital, the largest hospital in the country, located in Kampala, Uganda's capital and largest city. The coordinates of the hospital are:0°03'50.0""N, 32°28'18.0""E (Latitude:0.063874; Longitude:32.471655).== Overview ==Entebbe General Hospital is a public hospital funded by the Uganda Ministry of Health. Originally built by the British colonialists in the 20th century as Entebbe Grade B Hospital, the facility was closed temporarily in December 2013. Between December 2013 and May 2016, the hospital was rebuilt and expanded from 100 to 200 beds at a cost of US$7 million (about UGX:23.2 billion), donated by the World Bank. The new facility has a private fee-for-service wing and a public, free-service wing. Other services include pediatrics, radiology, laboratory, maternity, immunization, general surgery, internal medicine, orthopedics  and operating rooms. Patients served come from Wakiso District, Mpigi District, Entebbe Town, and the neighboring islands in Lake Victoria.== Recent developments ==The hospital featured prominently during the two COVID-19 pandemic waves in Uganda, one in 2020 and another 2021.",What is the original name of Entebbe General Hospital?,Entebbe Grade B Hospital,"בית החולים הכללי אנטבה, המוכר בדרך כלל כבית החולים אנטבה, הוא בית חולים בעיירה אנטבה, במחוז המרכז באוגנדה.== מיקום ==בית החולים ממוקם באזור העסקים המרכזי של העיירה אנטבה, במחוז ואקיסו, כ-44 קילומטרים (27 מייל), בכביש, דרום-מערבית מבית החולים הלאומי של מולאגו, בית החולים הגדול ביותר במדינה, הממוקם בקמפלה, בירת אוגנדה והעיר הגדולה ביותר. הקואורדינטות של בית החולים הן: 0°03'50.0""N, 32°28'18.0""E (קו רוחב: 0.063874; קו אורך: 32.471655).== סקירה כללית ==בית החולים הכללי אנטבה הוא בית חולים ציבורי הממומן על ידי משרד הבריאות של אוגנדה. המתקן נבנה במקור על ידי הקולוניאליסטים הבריטים במאה ה-20 כבית החולים אנטבה דרגה ב', והיה סגור זמנית בדצמבר 2013. בין דצמבר 2013 למאי 2016, בית החולים נבנה מחדש והורחב מ-100 ל-200 מיטות בעלות של 7 מיליון דולר ארה""ב (כ-23.2 מיליארד UGX), שנתרמו על ידי הבנק העולמי. המתקן החדש כולל אגף תשלום פרטי ושירות ציבורי חינמי. שירותים נוספים כוללים רפואת ילדים, רדיולוגיה, מעבדה, יולדות, חיסונים, ניתוחים כלליים, רפואה פנימית, אורתופדיה וחדרי ניתוח. המטופלים המטופלים מגיעים ממחוז ואקיסו, מחוז מפגי, עיירת אנטבה והאיים הסמוכים באגם ויקטוריה.== התפתחויות אחרונות ==בית החולים בלט בעיקר במהלך שני גלי מגפת קוביד-19 באוגנדה, אחד ב-2020 ועוד ב-2021.",איך נקרא במקור בית החולים הכללי באנטבה?,בית החולים אנטבה דרגה ב',he,1,63,Entebbe General Hospital,https://en.wikipedia.org/wiki/Entebbe_General_Hospital,2.3333333333333335,4,0
en,"The 1929 Detroit Titans football team represented the University of Detroit in the 1929 college football season. Detroit outscored opponents by a combined total of 174 to 52 and finished with a 7–1–1 record in their fifth year under head coach and College Football Hall of Fame inductee, Gus Dorais. Significant games included a victories over Tulsa (21–6), West Virginia (36–0), Michigan State (25–0), a loss to Oregon State (14–7), and a tie with Marquette (6–6).The team was led by halfback Lloyd Brazil of whom coach Dorais later said: ""As far as I'm concerned, there were only three great collegiate backs in my lifetime -- Jim Thorpe, George Gipp and Lloyd Brazil.""Arthur ""Bud"" Boeringer and Harvey Brown were the line coaches. Johnny Fredericks was the freshman coach. Michael H. ""Dad"" Butler was the team's trainer.",What was the name of the University of Detroit's halfback in the 1929 football season?,Lloyd Brazil,"קבוצת הפוטבול דטרויט טייטאנס של 1929 ייצגה את אוניברסיטת דטרויט בעונת פוטבול המכללות של 1929. דטרויט גברה על יריבותיה בסך הכל 174-52 וסיימה עם מאזן של 7-1-1 בשנה החמישית שלה תחת המאמן הראשי ומכניס היכל התהילה של פוטבול המכללות, גאס דוראיס. משחקים משמעותיים כללו ניצחונות על טולסה (21-6), ווסט וירג'יניה (36-0), מדינת מישיגן (25-0), הפסד למדינת אורגון (14-7) ותיקו עם מרקט (6-6). את הקבוצה הוביל הרץ האחורי לויד ברזיל, שלגביו אמר מאוחר יותר המאמן דוראיס: ""עד כמה שזה נוגע לי, היו רק שלושה רצים אחוריים קולג'יאליים דגולים בחיי - ג'ים ת'ורפ, ג'ורג' גיפ ולויד ברזיל."" ארתור ""באד"" ברינגר והארווי בראון היו מאמני הקו. ג'וני פרדריקס היה מאמן הקבוצה הראשונה. מייקל ה. ""דאד"" באטלר היה המטפל של הקבוצה.",מה היה שמו של הרץ האחורי של אוניברסיטת דטרויט בעונת הפוטבול של 1929?,לויד ברזיל,he,1,56,1929 Detroit Titans football team,https://en.wikipedia.org/wiki/1929_Detroit_Titans_football_team,1.8421052631578947,3,0
en,"Flood Modeller is a computer program developed by Jacobs that assesses flood risk by simulating the flow of water through river channels, urban drainage networks and across floodplains using a range of one- and two-dimensional hydraulic solvers. The software incorporates a user interface for building, running and viewing the results of models, including a GIS map interface.The software has been independently benchmarked by the Environment Agency and is used extensively to undertake modelling of flood risk, develop flood risk management schemes and provide flood forecasting services.== Development History ==Initially developed by Halcrow Group and then CH2M Hill, Flood Modeller is now developed by Jacobs Solutions.  Flood Modeller was previously known as ""ISIS"" (after the local name for the Upper Thames).== Solvers ===== 1D solvers ===Flood Modeller includes steady-state and unsteady 1D river solvers for modelling open-channels.It also provides a 1D urban solver for modelling urban drainage systems.=== 2D solvers ===Flood Modeller includes three different 2D solvers:The ADI solver is based on the DIVAST numerical engine first developed in the 1980s, and is designed to simulate fluvial, overland, estuarine and coastal situations where flow does not rapidly change.The TVD solver is designed to represent rapid changes in the water surface profile, but results in longer run-times.The FAST solver uses simplified hydraulics to perform rapid assessments of flooding.",What is the original name of the Flood Modeller software?,ISIS,"פלאד מודאלר היא תוכנת מחשב שפותחה על ידי חברת ג'ייקובס המודדת סיכון שיטפון על ידי סימולציית זרימת מים דרך ערוצי נהרות, מערכות ניקוז עירוניות ובאזורי הצפה באמצעות מגוון פותרי הידראוליקה חד-ותלת-ממדיים. התוכנה כוללת ממשק משתמש לבנייה, הרצה וצפייה בתוצאות המודלים, כולל ממשק מפת GIS. התוכנה נבדקה באופן עצמאי על ידי רשות הסביבה ונמצאת בשימוש נרחב לביצוע מודלים של סיכון שיטפון, פיתוח תוכניות ניהול סיכון שיטפון ומתן שירותי חיזוי שיטפונות. == היסטוריית פיתוח == פותחה במקור על ידי קבוצת Halcrow ולאחר מכן CH2M Hill, פלאד מודאלר מפותחת כעת על ידי ג'ייקובס סולושנס. פלאד מודאלר הייתה ידועה בעבר בשם ""ISIS"" (על שם השם המקומי לתמזה העליון). == פותרים ===== פותרים חד-ממדיים === פלאד מודאלר כוללת פותרי נהר חד-ממדיים במצב יציב ולא יציב לניתוח תעלות פתוחות. היא מספקת גם פותר עירוני חד-ממדי לניתוח מערכות ניקוז עירוניות. === פותרים תלת-ממדיים === פלאד מודאלר כוללת שלושה פותרים תלת-ממדיים שונים: הפותר ADI מבוסס על המנוע המספרי DIVAST שפותח לראשונה בשנות ה-80, ומתוכנן לסימולציה של מצבים נהריים, יבשתיים, אסטוארים וחופיים שבהם הזרימה אינה משתנה במהירות. הפותר TVD מתוכנן לייצג שינויים מהירים בפרופיל פני המים, אך גורם לזמני ריצה ארוכים יותר. הפותר FAST משתמש בהידראוליקה מפושטת לביצוע הערכות מהירות של הצפה.",מה היה השם המקורי של תוכנת Flood Modeller?,ISIS,he,1,42,Flood Modeller,https://en.wikipedia.org/wiki/Flood_Modeller,1.3636363636363635,3,0
en,"Magarat is It was settled and inhabited by Magars, one of the largest indigenous ethnic groups of Nepal. It is a geographical cluster in Nepal that existed in the modern territory of Nepal before the Unification of Nepal. It extended from the Budhi Gandaki River the West.Palpa district and Rolpa district of Nepal (majority of Kham Magars), both located in Province 5 of Nepal, are the top two districts of Nepal with the highest indigenous Magar population.== Magars ==Magars are martial people who first established their kingdom in present-day western Nepal. They were animistic and shamanic in their religious practices. The Kham Magar of the upper Karnali basin and their brethren of the mid-hills of Nepal had a flourishing kingdom. Archaeological proof of their existence can be found in the western mid-hills of Nepal. The Magar have a strong military and warrior tradition. However, their hospitality and concern for their fellow human beings is legendary.",What religious practice did the Magars follow?,Animism and shamanism,"מאגראט היא התיישבה ויושבה על ידי מאגאר, אחת הקבוצות האתניות הילידיות הגדולות ביותר בנפאל. זהו אשכול גיאוגרפי בנפאל שהיה קיים בשטח המודרני של נפאל לפני איחוד נפאל. הוא השתרע מנהר בודי גנדאקי במערב. מחוז פאלפה ומחוז רולפה של נפאל (רוב המגרים של קאם), שניהם ממוקמים במחוז 5 של נפאל, הם שני המחוזות המובילים בנפאל עם אוכלוסיית המגרים הילידים הגבוהה ביותר. == מאגרים == מאגרים הם עם לוחם שהקים לראשונה את ממלכתו בנפאל המערבית של ימינו. הם היו אנימיסטיים ושמאניים במנהגיהם הדתיים. לקאם מאגאר מהאגן העליון של קרנאלי ולאחיהם מגבעות האמצע של נפאל הייתה ממלכה משגשגת. הוכחה ארכיאולוגית לקיומם ניתן למצוא בגבעות המערביות של נפאל. למאגר יש מסורת צבאית ולוחמת חזקה. עם זאת, האירוח והדאגה שלהם לבני האדם האחרים שלהם אגדיים.",איזה מנהג דתי קיימו המגרים?,אנימיזם ושמאניזם,he,1,46,Magarat,https://en.wikipedia.org/wiki/Magarat,1.2857142857142858,2,0
en,"The Arroyo Penasco Group is a group of geological formations exposed in the Nacimiento, Jemez, Sandia, and Sangre de Cristo Mountains of northern New Mexico. It preserves fossils characteristic of the late Mississippian.== Description ==The Arroyo Penasco Group consists of marine sedimentary formations, primarily massive limestone but with some sandstone. It is divided into the lower Espiritu Santo Formation and the upper Tererro Formation.The lowermost part of the Espiritu Santo Formation is designated the Del Padre Member and is a transgressive siltstone, sandstone, and shale unit, which interfingers with the carbonate rocks of the upper Espiritu Santo Formation, recording the advance of the sea into the area. A similar sequence is seen in the Tererro Formation, whose base is a collapse breccia.The group rests everywhere on Precambrian basement that shows remarkably little relief, suggesting that the group was deposited on a peneplain. Its outcrops are spotty and its upper contact shows indications of well-developed karst topography, often filled in by the iron-rich sediments of the Log Springs Formation, indicating that it was heavily eroded before deposition of the Sandia Formation.The Espiritu Santo Formation has undergone dolomitization, dedolomitization, and calcitization of gypsum and the Macho Member (the lowest part of the Tererro Formation) has experienced dissolution and brecciation. Together with the presence of paleosilcretes in the Manuelitas Member, the middle part of the Tererro Formation, this suggests a history of at least four episodes of sea level fluctuation during the Mississippian in northern New Mexico.",What does the lowest part of the Espiritu Santo Formation consist of?,"Siltstone, sandstone, and shale","קבוצת ארויו פנסקו היא קבוצה של תצורות גיאולוגיות החשופות בהרי נסימיינטו, ג'מז, סנדיה וסנגר דה קריסטו בצפון ניו מקסיקו. היא משמרת מאובנים המאפיינים את המיסיסיפי המאוחר.== תיאור ==קבוצת ארויו פנסקו מורכבת מתצורות משקע ימיות, בעיקר אבן גיר מאסיבית אך גם מעט אבן חול. היא מחולקת לתצורת אספיריטו סנטו התחתונה ולתצורת טררו העליונה.החלק התחתון ביותר של תצורת אספיריטו סנטו נקרא חבר דל פדרה והוא יחידת אבן בוץ, אבן חול ופצלים טרנסגרסיבית, המשתלבת בסלעי הקרבונט של תצורת אספיריטו סנטו העליונה, ומתעדת את התקדמות הים לאזור. רצף דומה נראה בתצורת טררו, שבסיסה הוא ברקציה קריסה.הקבוצה מונחת בכל מקום על מרתף פרה-קמבריוני שמראה מעט מאוד תבליט, מה שמרמז שהקבוצה הושקעה על פני פנפליין. המבנים שלה מפוזרים והמגע העליון שלה מראה סימנים של טופוגרפיית קרסט מפותחת היטב, המלאה לעתים קרובות במשקעים העשירים בברזל של תצורת לוג ספרינגס, מה שמצביע על כך שהיא נשחקה קשות לפני השקעת תצורת סנדיה.תצורת אספיריטו סנטו עברה דולומיטיזציה, דדולומיטיזציה וקליטיזציה של גבס וחבר מאצ'ו (החלק התחתון ביותר של תצורת טררו) חווה המסה וברקציה. יחד עם הימצאותם של פליאוסילרטים בחבר מנואליטס, החלק האמצעי של תצורת טררו, הדבר מצביע על היסטוריה של לפחות ארבע תקופות של תנודות מפלס הים במהלך המיסיסיפי בצפון ניו מקסיקו.",ממה מורכב החלק התחתון של תצורת אספיריטו סנטו?,"אבן בוץ, אבן חול ופצלים",he,1,57,Arroyo Penasco Group,https://en.wikipedia.org/wiki/Arroyo_Penasco_Group,2.0,4,0
en,"Ming Pao Daily News (Chinese: 明報; pinyin: Míng Bào), or Ming Pao for short, is a Chinese language newspaper in Canada owned by the Ming Pao Group of Hong Kong.Ming Pao in Canada has two editions. The Eastern edition (加東版; Jiā dōng bǎn) published in Toronto, Ontario was launched in May 1993 by then Chairman P.H. Yu, and competed in the local Chinese community with Sing Tao Daily and World Journal. The Toronto editorial offices are located in Agincourt. Shortly after in October 1993, the Western edition (加西版; Jiā xī bǎn) was launched in Vancouver, British Columbia.The paper is published 7 days a week in broadsheet format. News coverage include Canadian news (including national, provincial, city and community pages), international news, Hong Kong news, Mainland China and Taiwan news, plus lifestyle, entertainment, and sports sections.== Supplements (magazines) ==The Canada Eastern edition of Ming Pao publishes several weekly supplements (magazines). Unlike the situation in Hong Kong where the magazines are sold as separate publications, these are more properly called supplements that come free with the paper. The pages inside the magazines are also printed on newsprint instead of glossy paper.",In which year was the Toronto edition of Ming Pao Daily News launched?,1993,"מינג פאו דיילי ניוז (בסינית: 明報; פינין: Míng Bào), או מינג פאו בקיצור, הוא עיתון בשפה הסינית בקנדה בבעלות קבוצת מינג פאו מהונג קונג. למינג פאו בקנדה יש שתי מהדורות. המהדורה המזרחית (加東版; Jiā dōng bǎn) שיצאה לאור בטורונטו, אונטריו, הושקה במאי 1993 על ידי היו""ר דאז פ.ה. יו, והתחרתה בקהילה הסינית המקומית עם סינג טאו דיילי ו-World Journal. מערכות טורונטו ממוקמות באגינקורט. זמן קצר לאחר מכן, באוקטובר 1993, הושקה המהדורה המערבית (加西版; Jiā xī bǎn) בוונקובר, קולומביה הבריטית. העיתון יוצא לאור 7 ימים בשבוע בפורמט ברואדשיט. סיקור החדשות כולל חדשות קנדיות (כולל עמודים לאומיים, מחוזיים, עירוניים וקהילתיים), חדשות בינלאומיות, חדשות מהונג קונג, חדשות מסין היבשתית וחדשות מטייוואן, בתוספת מדורי סגנון חיים, בידור וספורט.

== מוספים (מגזינים) ==
המהדורה המזרחית הקנדית של מינג פאו מפרסמת מספר מוספים (מגזינים) שבועיים. שלא כמו המצב בהונג קונג שבו המגזינים נמכרים כפרסומים נפרדים, אלו נקראים בצורה נכונה יותר מוספים שמגיעים בחינם עם העיתון. העמודים בתוך המגזינים מודפסים גם הם על נייר עיתון במקום על נייר מבריק.",באיזו שנה שודרה לראשונה מהדורת טורונטו של Ming Pao Daily News?,בשנת 1993,he,1,66,Ming Pao Daily News (Canada),https://en.wikipedia.org/wiki/Ming_Pao_Daily_News_(Canada),1.8,3,0
en,"The NIH MERIT award (Method To Extend Research in Time) Award (R37) was created by the National Institutes of Health in 1986. It is a prestigious award designed to provide stable, long-term funding support to outstanding, experienced investigators whose productivity is distinctly superior and who are deemed highly likely to continue to perform their research activities in an outstanding manner. The MERIT award provided funding for 5 years and could be renewed for up to 10 years. Unlike most NIH grant awards, the MERIT award can not be applied for by the investigator. Researchers submitting an R01 that receives a fundable score are considered for the award. In 2018, the NIH began awarding MERIT awards to ""Early Stage Investigators"", who are in the first 10 years of their career.",In what year was the NIH MERIT Award first created?,1986,"פרס NIH MERIT (ראשי תיבות של Method To Extend Research in Time) (R37) נוצר על ידי המכונים הלאומיים לבריאות (NIH) בשנת 1986. זהו פרס יוקרתי שנועד לספק תמיכה מימונית יציבה וארוכת טווח לחוקרים מצטיינים ומנוסים שהפרודוקטיביות שלהם עולה במובהק על הממוצע ואשר נחשבים בעלי סיכוי גבוה להמשיך ולבצע את פעילויות המחקר שלהם באופן מצטיין. פרס MERIT סיפק מימון ל-5 שנים וניתן היה לחדשו עד ל-10 שנים. בניגוד לרוב פרסי המענקים של NIH, החוקר אינו יכול להגיש מועמדות לפרס MERIT. חוקרים המגישים בקשה למענק R01 שמקבלת ציון הניתן למימון נשקלים לקבלת הפרס. בשנת 2018, ה-NIH החל להעניק פרסי MERIT ל""חוקרים בשלב מוקדם"", שנמצאים בעשור הראשון לקריירה שלהם.",באיזו שנה הוכרז לראשונה על פרס NIH MERIT?,1986,he,1,31,National Institutes of Health MERIT Award,https://en.wikipedia.org/wiki/National_Institutes_of_Health_MERIT_Award,1.5,3,0
en,"Vedder Crossing is adjacent to the junction of the Chilliwack and Vedder Rivers at its southern boundary, and Promontory Road to the north.== History ==The area was sparsely populated until about 1941 when CFB Chilliwack was established (then called Camp Chilliwack) between Watson Road and Keith Wilson.  The base became a major training facility for the Canadian Army until its closing in 1997.  Part of CFB Chilliwack became a residential subdivision known as Garrison Crossing, and its training facilities became the Canada Education Park, a local campus for the University of the Fraser Valley. The Chilcotin Training Area, better known as the OPSEE Area(Operator Special Engineering Equipment Training Area), is still operational and is part of Western Area Training Centre (WATC). The OPSEE Area is used by the Primary Reserves units of British Columbia for field training and for the use of its firing ranges. The ASU is also used by Cadets for field training. The ASU also houses supply depots for the Canadian Army units of 39 Canadian Brigade Group, and the cadet units of BC. The old quartermaster warehouse is now the Canadian Military Education Centre Museum.",What was the name of the military base established in the Vedder Crossing area in 1941?,CFB Chilliwack,"מעבר וודר גובל בצומת נהרות צ'יליוואק וודר בגבולו הדרומי, ובדרך פרומונטורי בצפון.

== היסטוריה ==
האזור היה מאוכלס בדלילות עד סביבות 1941, כאשר הוקם CFB צ'יליוואק (שנקרא אז מחנה צ'יליוואק) בין דרך ווטסון וקית' ווילסון. הבסיס הפך למתקן אימונים מרכזי לצבא הקנדי עד לסגירתו ב-1997. חלק מ-CFB צ'יליוואק הפך למתחם מגורים המכונה גאריסון קרוסינג, ומתקני האימונים שלו הפכו לפארק החינוך הקנדי, קמפוס מקומי לאוניברסיטת עמק פרייזר. אזור האימונים צ'ילקוטין, הידוע יותר בשם אזור OPSEE (אזור אימוני ציוד הנדסי מיוחד למפעילים), עדיין פעיל ומהווה חלק ממרכז האימונים האזורי המערבי (WATC). אזור OPSEE משמש את יחידות המילואים הראשיות של קולומביה הבריטית לאימוני שדה ולשימוש במטווחי הירי שלו. ה-ASU משמש גם על ידי צוערים לאימוני שדה. ה-ASU מכיל גם מחסני אספקה ליחידות הצבא הקנדיות של קבוצת הבריגדה הקנדית ה-39 וליחידות הצוערים של קולומביה הבריטית. מחסן הקצין הישן הוא כיום מוזיאון המרכז הקנדי לחינוך צבאי.",מה היה שמו של הבסיס הצבאי שהוקם באזור מעבר וודר בשנת 1941?,CFB צ'יליוואק,he,1,45,"Vedder Crossing, Chilliwack","https://en.wikipedia.org/wiki/Vedder_Crossing,_Chilliwack",2.4210526315789473,5,0
en,"The Fifth Labour Government of New Zealand was the government of New Zealand from 10 December 1999 to 19 November 2008. Labour Party leader Helen Clark negotiated a coalition with Jim Anderton, leader of the Alliance Party. While undertaking a number of substantial reforms, it was not particularly radical compared to previous Labour governments.== Overview ==The previous government, the fourth National government, had been in power since 1990. It was widely unpopular by 1999, with much of the public antagonised by a series of free-market economic reforms, and was bedevilled by weakness and instability. In the 1999 general election, the Helen Clark-led Labour Party defeated the National Party easily, becoming the largest single party in the House of Representatives. Labour formed a minority coalition government with the left-leaning Alliance party, supported by the Green Party.During its first term, the government pursued a number of reforms. The controversial Employment Contracts Act was repealed, replaced by an Employment Relations Act more friendly to unions and collective bargaining; a state-owned bank, Kiwibank, was created at the behest of the Alliance; a majority stake in the national airline, Air New Zealand, was purchased; and the public health sector was reorganised with the re-establishment of partly elected district health boards. Closing the Gaps, an affirmative action strategy targeting socio-economic inequalities between Māori and Pasifika ethnic groups and other groups, was a particularly controversial reform among right-wing National and ACT voters.","In the 1999 New Zealand general election, which party did Helen Clark lead to victory?",Labour Party,"ממשלת הלייבור החמישית של ניו זילנד הייתה ממשלת ניו זילנד מ-10 בדצמבר 1999 עד 19 בנובמבר 2008. מנהיגת מפלגת הלייבור הלן קלארק ניהלה משא ומתן על קואליציה עם ג'ים אנדרטון, מנהיג מפלגת הברית. אף שביצעה מספר רפורמות מהותיות, היא לא הייתה רדיקלית במיוחד בהשוואה לממשלות הלייבור הקודמות.== סקירה כללית ==הממשלה הקודמת, הממשלה הלאומית הרביעית, הייתה בשלטון מאז 1990. היא הייתה לא פופולרית מאוד בשנת 1999, כאשר חלק ניכר מהציבור התנגד לסדרה של רפורמות כלכליות בשוק החופשי, והיא סבלה מחולשה וחוסר יציבות. בבחירות הכלליות של 1999, מפלגת הלייבור בראשות הלן קלארק ניצחה בקלות את המפלגה הלאומית, והפכה למפלגה הגדולה ביותר בבית הנבחרים. הלייבור הקימה ממשלת קואליציה של מיעוט עם מפלגת הברית הנוטה לשמאל, בתמיכת המפלגה הירוקה.במהלך כהונתה הראשונה, הממשלה ביצעה מספר רפורמות. חוק חוזי העסקה השנוי במחלוקת בוטל, והוחלף בחוק יחסי עבודה ידידותי יותר לאיגודים ולמשא ומתן קיבוצי; הוקם בנק בבעלות המדינה, Kiwibank, לפי דרישת הברית; נרכש נתח רוב בחברת התעופה הלאומית, אייר ניו זילנד; וארגון הבריאות הציבורית אורגן מחדש עם הקמתן מחדש של מועצות בריאות מחוזיות נבחרות חלקית. ""צמצום הפערים"", אסטרטגיה של העדפה מתקנת שמטרתה אי-שוויון חברתי-כלכלי בין קבוצות אתניות של מאורים ופסיפיקה לקבוצות אחרות, הייתה רפורמה שנויה במחלוקת במיוחד בקרב בוחרי המפלגה הלאומית וה-ACT הימניים.","בבחירות הכלליות של 1999 בניו זילנד, איזו מפלגה הובילה הלן קלארק לניצחון?",מפלגת הלייבור,he,1,60,Fifth Labour Government of New Zealand,https://en.wikipedia.org/wiki/Fifth_Labour_Government_of_New_Zealand,1.7647058823529411,3,0
en,"International Road Dynamics Inc. is a road traffic management system engineering company headquartered in Saskatoon, Saskatchewan, Canada. Its services include automated toll roads, commercial vehicle inspection systems, traffic data collection products, and traffic management software.IRD provides weigh-in-motion (WIM) systems that are capable of weighing vehicles while in motion and classifying them by axle spacings and speed. Information recorded includes individual axle weights, group axle weights, and gross vehicle weight (GVW). IRD's weigh-in-motion systems are used at highway inspection stations to sort vehicles, ensuring only overweight vehicles are stopped for inspection. This reduces wait times and improves traffic flow at weigh stations. IRD's WIM systems are also used by fleet managers to ensure vehicles are leaving terminals within the acceptable weight limits for their classification.IRD is a subsidiary of Quarterhill, an Ottawa-based patent licensing company.== History ==Dr.",What kind of systems does International Road Dynamics provide to ensure that vehicles depart terminals within acceptable weight limits?,Weigh-in-motion (WIM) systems,"אינטרנשיונל רואד דיינמיקס בע""מ היא חברת הנדסת מערכות לניהול תנועת כבישים שבסיסה בססקאטון, ססקצ'ואן, קנדה. שירותיה כוללים כבישי אגרה אוטומטיים, מערכות בדיקת רכבים מסחריים, מוצרי איסוף נתוני תנועה ותוכנות ניהול תנועה. IRD מספקת מערכות שקילה בתנועה (WIM) המסוגלות לשקול רכבים בזמן שהם בתנועה ולסווג אותם לפי מרווחי הסרנים והמהירות. המידע שנרשם כולל משקלים של סרנים בודדים, משקלים קבוצתיים של סרנים ומשקל כולל של הרכב (GVW). מערכות ה-WIM של IRD משמשות בתחנות בדיקת הכבישים המהירים למיון רכבים, ומוודאות שרק רכבים בעלי משקל עודף נעצרים לבדיקה. הדבר מקטין את זמני ההמתנה ומשפר את זרימת התנועה בתחנות השקילה. מערכות ה-WIM של IRD משמשות גם את מנהלי הציים כדי להבטיח שרכבים עוזבים את המסופים במשקל המותר לסיווג שלהם. IRD היא חברה בת של קווארטרהיל, חברת רישוי פטנטים שבסיסה באוטווה. == היסטוריה == ד""ר",אילו מערכות של International Road Dynamics מאפשרות להבטיח שכלי רכב יצאו ליעדם במשקל המותר?,מערכות שקילה בתנועה (WIM),he,1,29,International Road Dynamics,https://en.wikipedia.org/wiki/International_Road_Dynamics,2.15,4,1
en,"The Swimming Union of the Americas organizes Pan American Championships for the sport of artistic swimming (formerly, synchronized swimming). These are considered the official continental championships for the Americas (comprising North America, South America, Central America and the Caribbean).",What was artistic swimming previously known as?,Synchronized swimming,"איגוד השחייה של אמריקה מארגן את אליפויות פאן אמריקה לענף השחייה האמנותית (לשעבר, שחייה מסונכרנת). אלו נחשבות לאליפויות היבשתיות הרשמיות עבור אמריקה (הכוללות את צפון אמריקה, דרום אמריקה, מרכז אמריקה והאיים הקריביים).",באיזה שם נודעה בעבר השחייה הצורנית?,שחייה מסונכרנת,he,1,67,Pan American Artistic Swimming Championships,https://en.wikipedia.org/wiki/Pan_American_Artistic_Swimming_Championships,1.5454545454545454,3,0
en,"The Great Canadian flag debate (or Great Flag Debate) was a national debate that took place in 1963 and 1964 when a new design for the national flag of Canada was chosen.Although the flag debate had been going on for a long time prior, it officially began on June 15, 1964, when Prime Minister Lester B. Pearson proposed his plans for a new flag in the House of Commons. The debate lasted more than six months, bitterly dividing the people in the process. The debate over the proposed new Canadian flag was ended by closure on December 15, 1964. It resulted in the adoption of the ""Maple Leaf"" as the Canadian national flag, which remains the official national flag of Canada.The flag was inaugurated on February 15, 1965, a date that has been commemorated as National Flag of Canada Day since 1996.== Background ===== Union Jack and Red Ensign ===The Union Jack served as the formal flag for various colonies in British North America, and remained as the formal national flag of Canada from Confederation to 1965. However, from the late 19th century to 1965, the civil ensign for Canada, the Canadian Red Ensign, was also used as an unofficial national flag and symbol for Canada.The first Canadian Red Ensigns were used in Prime Minister Sir John A. Macdonald's time. The Governor General at the time of Macdonald's death, Lord Stanley, wrote to London in 1891:...",In which year did the Great Canadian flag debate officially begin?,1964,"הוויכוח הגדול על דגל קנדה (או ויכוח הדגל הגדול) היה ויכוח לאומי שהתקיים בשנים 1963 ו-1964, כאשר נבחר עיצוב חדש לדגל הלאומי של קנדה. אף על פי שהוויכוח על הדגל התנהל במשך זמן רב לפני כן, הוא החל באופן רשמי ב-15 ביוני 1964, כאשר ראש הממשלה לסטר ב. פירסון הציג את תוכניותיו לדגל חדש בבית הנבחרים. הוויכוח נמשך יותר משישה חודשים, וחילק בצורה מרה את העם בתהליך. הוויכוח על דגל קנדה החדש המוצע הסתיים בהצבעת סגירה ב-15 בדצמבר 1964. התוצאה הייתה אימוץ ""עלה האדר"" כדגל הלאומי הקנדי, שנותר הדגל הלאומי הרשמי של קנדה. הדגל נחנך ב-15 בפברואר 1965, תאריך שצוין כיום הדגל הלאומי של קנדה מאז 1996. == רקע ===== יוניון ג'ק ודגל אדום === היוניון ג'ק שימש כדגל הרשמי עבור מושבות שונות בצפון אמריקה הבריטית, ונשאר כדגל הלאומי הרשמי של קנדה מהקונפדרציה ועד 1965. עם זאת, מסוף המאה ה-19 ועד 1965, הדגל הימי האזרחי של קנדה, הדגל האדום הקנדי, שימש גם כדגל לאומי וסמל לא רשמיים עבור קנדה. הדגלים האדומים הקנדיים הראשונים שימשו בתקופת ראש הממשלה סר ג'ון א. מקדונלד. המושל הכללי בזמן מותו של מקדונלד, לורד סטנלי, כתב ללונדון ב-1891:...",באילו שנה החל באופן רשמי הוויכוח הגדול על דגל קנדה?,1964,he,1,36,Great Canadian flag debate,https://en.wikipedia.org/wiki/Great_Canadian_flag_debate,1.8666666666666667,3,0
